Key,Source,Context,Changes,English,schinese,Russian
Demoman1Desc,progression,skills,New,"Increase entity damage by 8% and provides an additional 1.2% chance to dismember.","实体伤害增加8%,肢解几率增加1.2%","Увеличивает урон по сущностям на 8% и дает дополнительный шанс расчленения на 1.2%."
Demoman2Desc,progression,skills,New,"Increase entity damage by 16% and provides an additional 2.4% chance to dismember.","实体伤害增加16%,肢解几率增加2.4%","Увеличивает урон по сущностям на 16% и дает дополнительный шанс расчленения на 2.4%."
Demoman3Desc,progression,skills,New,"Increase entity damage by 24% and provides an additional 3.6% chance to dismember.","实体伤害增加24%,肢解几率增加3.6%","Увеличивает урон по сущностям на 24% и дает дополнительный шанс расчленения на 3.6%."
Demoman4Desc,progression,skills,New,"Increase entity damage by 32% and provides an additional 4.8% chance to dismember.","实体伤害增加32%,肢解几率增加4.8%","Увеличивает урон по сущностям на 32% и дает дополнительный шанс расчленения на 4.8%."
Demoman5Desc,progression,skills,New,"Increase entity damage by 40% and provides an additional 6% chance to dismember.","实体伤害增加40%,肢解几率增加6%","Увеличивает урон по сущностям на 40% и дает дополнительный шанс расчленения на 6%."
Demoman6Desc,progression,skills,New,"Increase entity damage by 48% and provides an additional 7.2% chance to dismember.","实体伤害增加48%,肢解几率增加7.2%","Увеличивает урон по сущностям на 48% и дает дополнительный шанс расчленения на 7.2%."
Demoman7Desc,progression,skills,New,"'Hey, as long as it works!'\n\nIncrease entity damage by 60% and provides an additional 10% chance to dismember.","“嘿，只要有效就行！”\n实体伤害增加60%,肢解几率增加10%","'Эй, лишь бы работало!'\n\nУвеличивает урон по сущностям на 60% и дает дополнительный 10% шанс расчленения."
Demoman1,progression,skills,New,"Demoman I","爆破手 I","Подрывник I"
Demoman2,progression,skills,New,"Demoman II","爆破手 II","Подрывник II"
Demoman3,progression,skills,New,"Demoman III","爆破手 III","Подрывник III"
Demoman4,progression,skills,New,"Demoman IV","爆破手 IV","Подрывник IV"
Demoman5,progression,skills,New,"Demoman V","爆破手 V","Подрывник V"
Demoman6,progression,skills,New,"Demoman VI","爆破手 VI","Подрывник VI"
Demoman7,progression,skills,New,"Demoman VII","爆破手 VII","Подрывник VII"

Dismemberment,progression,skills,New,"Dismemberment","肢解","Расчленение"
Dismemberment0,progression,skills,New,"You've mastered pressure points and know where every body part will explode.","你已精通穴位之术，深谙身体每个部位爆炸的死穴。","Ты в совершенстве овладел болевыми точками и знаешь, как заставить любую часть тела взорваться."
Dismemberment1Desc,progression,skills,New,"Increase your chance to dismember by 3%.","肢解概率提高 3%。","Шанс расчленения увеличен на 3%."
Dismemberment2Desc,progression,skills,New,"Increase your chance to dismember by 6%.","肢解概率提高 6%。","Шанс расчленения увеличен на 6%."
Dismemberment3Desc,progression,skills,New,"Increase your chance to dismember by 9%.","肢解概率提高 9%。","Шанс расчленения увеличен на 9%."
Dismemberment4Desc,progression,skills,New,"Increase your chance to dismember by 12%.","肢解概率提高 12%。","Шанс расчленения увеличен на 12%."
Dismemberment5Desc,progression,skills,New,"Increase your chance to dismember by 15%.","肢解概率提高 15%。","Шанс расчленения увеличен на 15%."
Dismemberment6Desc,progression,skills,New,"Increase your chance to dismember by 18%.","肢解概率提高 18%。","Шанс расчленения увеличен на 18%."
Dismemberment7Desc,progression,skills,New,"'Omae wa mou shindeiru.'\n\nIncrease your chance to dismember by 25%.","“你已经死了。”\n\n肢解概率提高 25%。","«Ты уже мертв».\n\nШанс расчленения увеличен на 25%."
Dismemberment1,progression,skills,New,"Dismemberment I","肢解 I","Расчленение I"
Dismemberment2,progression,skills,New,"Dismemberment II","肢解 II","Расчленение II"
Dismemberment3,progression,skills,New,"Dismemberment III","肢解 III","Расчленение III"
Dismemberment4,progression,skills,New,"Dismemberment IV","肢解 IV","Расчленение IV"
Dismemberment5,progression,skills,New,"Dismemberment V","肢解 V","Расчленение V"
Dismemberment6,progression,skills,New,"Dismemberment VI","肢解 VI","Расчленение VI"
Dismemberment7,progression,skills,New,"Dismemberment VII","肢解 VII","Расчленение VII"

DoublePenetration,progression,skills,New,"Double Penetration","双重穿透","Двойное проникновение"
DoublePenetration0,progression,skills,New,"You can punch a hole through anything, twice!.","你能洞穿任何物体，还是两遍！","Ты можешь пробить дыру в чём угодно, причём дважды!"
DoublePenetration1Desc,progression,skills,New,"Ignore an additional 3% of armor with firearms, archery and spears. AP rounds penetrate an additional target or a block of up to 250 extra hit points when using Hunting, Marksman or Sniper Rifles.","使用枪械、弓箭和长矛时，额外忽略3%的护甲。\n当使用猎枪、射手步枪或狙击步枪时，AP弹药可以穿透额外的目标，或穿透多达250额外生命值的阻挡。","Игнорируйте дополнительные 3% брони при использовании огнестрельного оружия, лука и копья. Бронебойные снаряды пробивают дополнительную цель или блок до 250 дополнительных хит-пойнтов при использовании охотничьих, марксманских или снайперских винтовок."
DoublePenetration2Desc,progression,skills,New,"Ignore an additional 6% of armor with firearms, archery and spears. AP rounds penetrate an additional target or a block of up to 250 extra hit points when using Hunting, Marksman or Sniper Rifles.","使用枪械、弓箭和长矛时，额外忽略6%的护甲。\n当使用猎枪、射手步枪或狙击步枪时，AP弹药可以穿透额外的目标，或穿透多达250额外生命值的阻挡。","Игнорируйте дополнительные 6% брони при использовании огнестрельного оружия, лука и копья. Бронебойные снаряды пробивают дополнительную цель или блок до 250 дополнительных хит-пойнтов при использовании охотничьих, марксманских или снайперских винтовок."
DoublePenetration3Desc,progression,skills,New,"Ignore an additional 9% of armor with firearms, archery and spears. AP rounds penetrate two additional targets or blocks of up to 500 extra hit points when using Hunting, Marksman or Sniper Rifles.","使用枪械、弓箭和长矛时，额外忽略9%的护甲。\n当使用猎枪、射手步枪或狙击步枪时，AP弹药可以穿透额外的目标，或穿透多达500额外生命值的阻挡。","Игнорируйте дополнительные 9% брони при использовании огнестрельного оружия, лука и копья. Бронебойные снаряды пробивают дополнительную цель или блок до 500 дополнительных хит-пойнтов при использовании охотничьих, марксманских или снайперских винтовок."
DoublePenetration4Desc,progression,skills,New,"Ignore an additional 12% of armor with firearms, archery and spears. AP rounds penetrate two additional targets or blocks of up to 500 extra hit points when using Hunting, Marksman or Sniper Rifles.","使用枪械、弓箭和长矛时，额外忽略12%的护甲。\n当使用猎枪、射手步枪或狙击步枪时，AP弹药可以穿透额外的目标，或穿透多达500额外生命值的阻挡。","Игнорируйте дополнительные 12% брони при использовании огнестрельного оружия, лука и копья. Бронебойные снаряды пробивают дополнительную цель или блок до 500 дополнительных хит-пойнтов при использовании охотничьих, марксманских или снайперских винтовок."
DoublePenetration5Desc,progression,skills,New,"Ignore an additional 15% of armor with firearms, archery and spears. AP rounds penetrate three additional targets or blocks of up to 750 extra hit points when using Hunting, Marksman or Sniper Rifles.","使用枪械、弓箭和长矛时，额外忽略15% of armor with firearms, archery and spears. AP rounds penetrate three additional targets or blocks of up to 750 extra hit points when using Hunting, Marksman or Sniper Rifles.","使用枪械、弓箭和长矛时，额外忽略15%的护甲。\n当使用猎枪、射手步枪或狙击步枪时，AP弹药可以穿透额外的目标，或穿透多达750额外生命值的阻挡。","Игнорируйте дополнительные 15% брони при использовании огнестрельного оружия, лука и копья. Бронебойные снаряды пробивают дополнительную цель или блок до 750 дополнительных хит-пойнтов при использовании охотничьих, марксманских или снайперских винтовок."
DoublePenetration6Desc,progression,skills,New,"Ignore an additional 18% of armor with firearms, archery and spears. AP rounds penetrate three additional targets or blocks of up to 750 extra hit points when using Hunting, Marksman or Sniper Rifles.","使用枪械、弓箭和长矛时，额外忽略18%的护甲。\n当使用猎枪、射手步枪或狙击步枪时，AP弹药可以穿透额外的目标，或穿透多达750额外生命值的阻挡。","Игнорируйте дополнительные 18% брони при использовании огнестрельного оружия, лука и копья. Бронебойные снаряды пробивают дополнительную цель или блок до 750 дополнительных хит-пойнтов при использовании охотничьих, марксманских или снайперских винтовок."
DoublePenetration7Desc,progression,skills,New,"'Diggy diggy hole!'\n\nIgnore an additional 25% of armor with firearms, archery and spears. AP rounds penetrate four additional targets or blocks of up to 1000 extra hit points when using Hunting, Marksman or Sniper Rifles.","“挖个坑，埋点土！”\n使用枪械、弓箭和长矛时，额外忽略25%的护甲。\n当使用猎枪、射手步枪或狙击步枪时，AP弹药可以穿透额外的目标，或穿透多达1000额外生命值的阻挡。","'Копайте яму!'\nИгнорируйте дополнительные 25% брони при использовании огнестрельного оружия, лука и копья. Бронебойные снаряды пробивают четыре дополнительные цели или блоки до 1000 дополнительных хит-пойнтов при использовании охотничьих, марксманских или снайперских винтовок."
DoublePenetration1,progression,skills,New,"Double Penetration I","双重穿透 I","Двойное проникновение I"
DoublePenetration2,progression,skills,New,"Double Penetration II","双重穿透 II","Двойное проникновение II"
DoublePenetration3,progression,skills,New,"Double Penetration III","双重穿透 III","Двойное проникновение III"
DoublePenetration4,progression,skills,New,"Double Penetration IV","双重穿透 IV","Двойное проникновение IV"
DoublePenetration5,progression,skills,New,"Double Penetration V","双重穿透 V","Двойное проникновение V"
DoublePenetration6,progression,skills,New,"Double Penetration VI","双重穿透 VI","Двойное проникновение VI"
DoublePenetration7,progression,skills,New,"Double Penetration VII","双重穿透 VII","Двойное проникновение VII"

Efficiency,progression,skills,New,"Efficiency","效率","Эффективность"
Efficiency0,progression,skills,New,"You use precisely the amount of strength that you need.","你精确地运用了你所需要的力量。","Вы используете ровно столько силы, сколько необходимо."
Efficiency1Desc,progression,skills,New,"Use 3% less stamina.","体力消耗降低 3%。","Расход выносливости снижен на 3%."
Efficiency2Desc,progression,skills,New,"Use 6% less stamina.","体力消耗降低 6%。","Расход выносливости снижен на 6%."
Efficiency3Desc,progression,skills,New,"Use 9% less stamina.","体力消耗降低 9%。","Расход выносливости снижен на 9%."
Efficiency4Desc,progression,skills,New,"Use 12% less stamina.","体力消耗降低 12%。","Расход выносливости снижен на 12%."
Efficiency5Desc,progression,skills,New,"Use 15% less stamina.","体力消耗降低 15%。","Расход выносливости снижен на 15%."
Efficiency6Desc,progression,skills,New,"Use 18% less stamina.","体力消耗降低 18%。","Расход выносливости снижен на 18%."
Efficiency7Desc,progression,skills,New,"'Work smarter not harder.'\n\nUse 25% less stamina.","“事半功倍。”\n\n体力消耗降低 25%。","«Работай с умом, а не силой».\n\nРасход выносливости снижен на 25%."
Efficiency1,progression,skills,New,"Efficiency I","效率 I","Эффективность I"
Efficiency2,progression,skills,New,"Efficiency II","效率 II","Эффективность II"
Efficiency3,progression,skills,New,"Efficiency III","效率 III","Эффективность III"
Efficiency4,progression,skills,New,"Efficiency IV","效率 IV","Эффективность IV"
Efficiency5,progression,skills,New,"Efficiency V","效率 V","Эффективность V"
Efficiency6,progression,skills,New,"Efficiency VI","效率 VI","Эффективность VI"
Efficiency7,progression,skills,New,"Efficiency VII","效率 VII","Эффективность VII"

Endurance,progression,skills,New,"Endurance","耐力","Выносливость"
Endurance0,progression,skills,New,"You have some iron lungs!","你的肺简直是铁打的！","У тебя просто железные лёгкие!"
Endurance1Desc,progression,skills,New,"Increase stamina regen by 3%.","耐力恢复速度提高 3%。","Скорость восстановления выносливости +3%."
Endurance2Desc,progression,skills,New,"Increase stamina regen by 6%.","耐力恢复速度提高 6%。","Скорость восстановления выносливости +6%."
Endurance3Desc,progression,skills,New,"Increase stamina regen by 9%.","耐力恢复速度提高 9%。","Скорость восстановления выносливости +9%."
Endurance4Desc,progression,skills,New,"Increase stamina regen by 12%.","耐力恢复速度提高 12%。","Скорость восстановления выносливости +12%."
Endurance5Desc,progression,skills,New,"Increase stamina regen by 15%.","耐力恢复速度提高 15%。","Скорость восстановления выносливости +15%."
Endurance6Desc,progression,skills,New,"Increase stamina regen by 18%.","耐力恢复速度提高 18%。","Скорость восстановления выносливости +18%."
Endurance7Desc,progression,skills,New,"'It's about how much you can take and keep moving forward!'\n\nIncrease stamina regen by 25%.","“关键不在于你打得有多重，而在于你能承受多少打击并继续前行！”\n\n耐力恢复速度提高 25%。","«Неважно, как ты бьешь, важно, какой держишь удар и как двигаешься вперед!»\n\nСкорость восстановления выносливости +25%."
Endurance1,progression,skills,New,"Endurance I","耐力 I","Выносливость I"
Endurance2,progression,skills,New,"Endurance II","耐力 II","Выносливость II"
Endurance3,progression,skills,New,"Endurance III","耐力 III","Выносливость III"
Endurance4,progression,skills,New,"Endurance IV","耐力 IV","Выносливость IV"
Endurance5,progression,skills,New,"Endurance V","耐力 V","Выновносливость V"
Endurance6,progression,skills,New,"Endurance VI","耐力 VI","Выносливость VI"
Endurance7,progression,skills,New,"Endurance VII","耐力 VII","Выносливость VII"

Enforcer,progression,skills,New,"Enforcer","执法者","Телохранитель"
Enforcer0,progression,skills,New,"What you say, goes.","你说的话就是规矩。","Как скажешь, так и будет."
Enforcer1Desc,progression,skills,New,"Increase your entity damage with stun batons by 12% and an additional 7% chance to knock down enemies.","电击棒的实体伤害增加 12%，击倒敌人的几率额外增加 7%。","Увеличивает урон шоковыми дубинками на 12% и дает дополнительные 7% шанса сбить врага с ног."
Enforcer2Desc,progression,skills,New,"Increase your entity damage with stun batons by 24% and an additional 14% chance to knock down enemies.","电击棒的实体伤害增加 24%，击倒敌人的几率额外增加 14%。","Увеличивает урон шоковыми дубинками на 24% и дает дополнительные 14% шанса сбить врага с ног."
Enforcer3Desc,progression,skills,New,"Increase your entity damage with stun batons by 36% and an additional 21% chance to knock down enemies.","电击棒的实体伤害增加 36%，击倒敌人的几率额外增加 21%。","Увеличивает урон шоковыми дубинками на 36% и дает дополнительные 21% шанса сбить врага с ног."
Enforcer4Desc,progression,skills,New,"Increase your entity damage with stun batons by 48% and an additional 28% chance to knock down enemies.","电击棒的实体伤害增加 48%，击倒敌人的几率额外增加 28%。","Увеличивает урон шоковыми дубинками на 48% и дает дополнительные 28% шанса сбить врага с ног."
Enforcer5Desc,progression,skills,New,"Increase your entity damage with stun batons by 60% and an additional 35% chance to knock down enemies.","电击棒的实体伤害增加 60%，击倒敌人的几率额外增加 35%。","Увеличивает урон шоковыми дубинками на 60% и дает дополнительные 35% шанса сбить врага с ног."
Enforcer6Desc,progression,skills,New,"Increase your entity damage with stun batons by 72% and an additional 42% chance to knock down enemies.","电击棒的实体伤害增加 72%，击倒敌人的几率额外增加 42%。","Увеличивает урон шоковыми дубинками на 72% и дает дополнительные 42% шанса сбить врага с ног."
Enforcer7Desc,progression,skills,New,"'STOP RESISTING!!'\n\nIncrease your entity damage by 100% with stun batons. Also gives you an additional 50% chance to knock down enemies.","“停止抵抗！！”\n\n电击棒的实体伤害增加 100%。同时使击倒敌人的几率额外增加 50%。","«ПЕРЕСТАНЬТЕ СОПРОТИВЛЯТЬСЯ!»\n\nУвеличивает урон шоковыми дубинками на 100%. Также дает дополнительные 50% шанса сбить врага с ног."
Enforcer1,progression,skills,New,"Enforcer I","执法者 I","Телохранитель I"
Enforcer2,progression,skills,New,"Enforcer II","执法者 II","Телохранитель II"
Enforcer3,progression,skills,New,"Enforcer III","执法者 III","Телохранитель III"
Enforcer4,progression,skills,New,"Enforcer IV","执法者 IV","Телохранитель IV"
Enforcer5,progression,skills,New,"Enforcer V","执法者 V","Телохранитель V"
Enforcer6,progression,skills,New,"Enforcer VI","执法者 VI","Телохранитель VI"
Enforcer7,progression,skills,New,"Enforcer VII","执法者 VII","Телохранитель VII"

Firefighter,progression,skills,New,"Firefighter","消防员","Пожарный"
Firefighter0,progression,skills,New,"You will fight any fire, be it live or dead.","无论面对的是熊熊烈火还是玩火之徒，你都无所畏惧。","Вы будете сражаться с любым огнем, будь он живым или мертвым."
Firefighter1Desc,progression,skills,New,"Deal 10% increased damage with axes and have 10% chance to resist environmental fires.","使用斧头造成的伤害提高 10%，且有 10% 的几率免疫环境火焰。","Наносите на 10% больше урона топорами и имеете 10% шанс сопротивления огню в окружающей среде."
Firefighter2Desc,progression,skills,New,"Deal 20% increased damage with axes and have 20% chance to resist environmental fires.","使用斧头造成的伤害提高 20%，且有 20% 的几率免疫环境火焰。","Наносите на 20% больше урона топорами и имеете 20% шанс сопротивления огню в окружающей среде."
Firefighter3Desc,progression,skills,New,"Deal 30% increased damage with axes and have 30% chance to resist environmental fires.","使用斧头造成的伤害提高 30%，且有 30% 的几率免疫环境火焰。","Наносите на 30% больше урона топорами и имеете 30% шанс сопротивления огню в окружающей среде."
Firefighter4Desc,progression,skills,New,"Deal 40% increased damage with axes and have 40% chance to resist environmental fires.","使用斧头造成的伤害提高 40%，且有 40% 的几率免疫环境火焰。","Наносите на 40% больше урона топорами и имеете 40% шанс сопротивления огню в окружающей среде."
Firefighter5Desc,progression,skills,New,"Deal 50% increased damage with axes and have 50% chance to resist environmental fires.","使用斧头造成的伤害提高 50%，且有 50% 的几率免疫环境火焰。","Наносите на 50% больше урона топорами и имеете 50% шанс сопротивления огню в окружающей среде."
Firefighter6Desc,progression,skills,New,"Deal 60% increased damage with axes and have 60% chance to resist environmental fires.","使用斧头造成的伤害提高 60%，且有 60% 的几率免疫环境火焰。","Наносите на 60% больше урона топорами и имеете 60% шанс сопротивления огню в окружающей среде."
Firefighter7Desc,progression,skills,New,"Deal 75% increased damage with axes and have 75% chance to resist environmental fires.","使用斧头造成的伤害提高 75%，且有 75% 的几率免疫环境火焰。","Наносите на 75% больше урона топорами и имеете 75% шанс сопротивления огню в окружающей среде."
Firefighter1,progression,skills,New,"Firefighter I","消防员 I","Пожарный I"
Firefighter2,progression,skills,New,"Firefighter II","消防员 II","Пожарный II"
Firefighter3,progression,skills,New,"Firefighter III","消防员 III","Пожарный III"
Firefighter4,progression,skills,New,"Firefighter IV","消防员 IV","Пожарный IV"
Firefighter5,progression,skills,New,"Firefighter V","消防员 V","Пожарный V"
Firefighter6,progression,skills,New,"Firefighter VI","消防员 VI","Пожарный VI"
Firefighter7,progression,skills,New,"Firefighter VII","消防员 VII","Пожарный VII"

GoldDigger,progression,skills,New,"Gold Digger","淘金者","Золотоискатель"
GoldDigger0,progression,skills,New,"You know how and where to dig deep.","你很清楚该如何挖掘，以及从何处深挖。","Ты знаешь, как и где копать глубже."
GoldDigger1Desc,progression,skills,New,"Harvest 4% more, gain 4% more experience from harvesting. Very rarely find precious metals from stone and ore.","采集数量提高 4%\n经验获取提高 4%\n从矿石、石头、地形块和树木中找到稀有宝物","Собирайте на 4% больше урожая, получайте на 4% больше опыта и находите редкие ценности из руды, камня, блоков местности и деревьев."
GoldDigger2Desc,progression,skills,New,"Harvest 8% more, gain 8% more experience from harvesting. Very rarely find precious metals from stone and ore.","采集数量提高 8%\n经验获取提高 8%\n从矿石、石头、地形块和树木中找到稀有宝物","Собирайте на 8% больше урожая, получайте на 8% больше опыта и находите редкие ценности из руды, камня, блоков местности и деревьев."
GoldDigger3Desc,progression,skills,New,"Harvest 12% more, gain 12% more experience from harvesting. Very rarely find precious metals from stone and ore.","采集数量提高 12%\n经验获取提高 12%\n从矿石、石头、地形块和树木中找到稀有宝物","Собирайте на 12% больше урожая, получайте на 12% больше опыта и находите редкие ценности из руды, камня, блоков местности и деревьев."
GoldDigger4Desc,progression,skills,New,"Harvest 16% more, gain 16% more experience from harvesting. Rarely find precious metals from stone and ore.","采集数量提高 16%\n经验获取提高 16%\n从矿石、石头、地形块和树木中找到稀有宝物","Собирайте на 16% больше урожая, получайте на 16% больше опыта и находите редкие ценности из руды, камня, блоков местности и деревьев."
GoldDigger5Desc,progression,skills,New,"Harvest 20% more, gain 20% more experience from harvesting. Rarely find precious metals from stone and ore.","采集数量提高 20%\n经验获取提高 20%\n从矿石、石头、地形块和树木中找到稀有宝物","Собирайте на 20% больше урожая, получайте на 20% больше опыта и находите редкие ценности из руды, камня, блоков местности и деревьев."
GoldDigger6Desc,progression,skills,New,"Harvest 24% more, gain 24% more experience from harvesting. Rarely find precious metals from stone and ore.","采集数量提高 24%\n经验获取提高 24%\n从矿石、石头、地形块和树木中找到稀有宝物","Собирайте на 24% больше урожая, получайте на 24% больше опыта и находите редкие ценности из руды, камня, блоков местности и деревьев."
GoldDigger7Desc,progression,skills,New,"'Rock and stone!'\n\nHarvest 30% more, gain 30% more experience from harvesting. Occasionally find precious metals from stone and ore.","“岩石和石头！”\n\n采集数量提高 30%\n经验获取提高 30%\n从矿石、石头、地形块和树木中找到稀有宝物","'Скала и камень!'\n\nСобирайте на 30% больше урожая, получайте на 30% больше опыта и находите редкие ценности из руды, камня, блоков местности и деревьев."
GoldDigger1,progression,skills,New,"Gold Digger I","淘金者 I","Золотоискатель I"
GoldDigger2,progression,skills,New,"Gold Digger II","淘金者 II","Золотоискатель II"
GoldDigger3,progression,skills,New,"Gold Digger III","淘金者 III","Золотоискатель III"
GoldDigger4,progression,skills,New,"Gold Digger IV","淘金者 IV","Золотоискатель IV"
GoldDigger5,progression,skills,New,"Gold Digger V","淘金者 V","Золотоискатель V"
GoldDigger6,progression,skills,New,"Gold Digger VI","淘金者 VI","Золотоискатель VI"
GoldDigger7,progression,skills,New,"Gold Digger VII","淘金者 VII","Золотоискатель VII"

Gyrocopter,progression,skills,New,"Wingman","僚机","Ведомый"
Gyrocopter0,progression,skills,New,"You could easily get a private pilot license if the world didn't end.","如果世界没有毁灭，你本可以轻而易举地拿到私人飞行执照。","Вы могли бы легко получить лицензию частного пилота, если бы мир не погиб."
Gyrocopter1Desc,progression,skills,New,"The Gyrocopter is 7% faster, but uses 7% more fuel.","旋翼机速度提升 7%，但油耗增加 7%。","Гирокоптер на 7% быстрее, но потребляет на 7% больше топлива."
Gyrocopter2Desc,progression,skills,New,"The Gyrocopter is 14% faster, but uses 14% more fuel.","旋翼机速度提升 14%，但油耗增加 14%。","Гирокоптер на 14% быстрее, но потребляет на 14% больше топлива."
Gyrocopter3Desc,progression,skills,New,"The Gyrocopter is 21% faster, but uses 21% more fuel.","旋翼机速度提升 21%，但油耗增加 21%。","Гирокоптер на 21% быстрее, но потребляет на 21% больше топлива."
Gyrocopter4Desc,progression,skills,New,"The Gyrocopter is 28% faster, but uses 28% more fuel.","旋翼机速度提升 28%，但油耗增加 28%。","Гирокоптер на 28% быстрее, но потребляет на 28% больше топлива."
Gyrocopter5Desc,progression,skills,New,"The Gyrocopter is 35% faster, but uses 35% more fuel.","旋翼机速度提升 35%，但油耗增加 35%。","Гирокоптер на 35% быстрее, но потребляет на 35% больше топлива."
Gyrocopter6Desc,progression,skills,New,"The Gyrocopter is 42% faster, but uses 42% more fuel.","旋翼机速度提升 42%，但油耗增加 42%。","Гирокоптер на 42% быстрее, но потребляет на 42% больше топлива."
Gyrocopter7Desc,progression,skills,New,"'What's the flight plan?'\n\nThe Gyrocopter is 50% faster, but uses 50% more fuel.","“飞行计划是什么？”\n\n旋翼机速度提升 50%，但油耗增加 50%。","«Какой план полета?»\n\nГирокоптер на 50% быстрее, но потребляет на 50% больше топлива."
Gyrocopter1,progression,skills,New,"Wingman I","僚机 I","Ведомый I"
Gyrocopter2,progression,skills,New,"Wingman II","僚机 II","Ведомый II"
Gyrocopter3,progression,skills,New,"Wingman III","僚机 III","Ведомый III"
Gyrocopter4,progression,skills,New,"Wingman IV","僚机 IV","Ведомый IV"
Gyrocopter5,progression,skills,New,"Wingman V","僚机 V","Ведомый V"
Gyrocopter6,progression,skills,New,"Wingman VI","僚机 VI","Ведомый VI"
Gyrocopter7,progression,skills,New,"Wingman VII","僚机 VII","Ведомый VII"

Hammerer,progression,skills,New,"Hammerer","锤击者","Молотобоец"
Hammerer0,progression,skills,New,"You definitely know how to destroy things.","你绝对知道该如何破坏。","Уж ты-то точно знаешь, как всё разнести."
Hammerer1Desc,progression,skills,New,"Increase your entity damage with sledgehammers by 12% and block damage by 20%.","使用大锤时，你的实体伤害增加 12%，物块伤害增加 20%。","Увеличивает урон от кувалд по существам на 12% и урон по блокам на 20%."
Hammerer2Desc,progression,skills,New,"Increase your entity damage with sledgehammers by 24% and block damage by 40%.","使用大锤时，你的实体伤害增加 24%，物块伤害增加 40%。","Увеличивает урон от кувалд по существам на 24% и урон по блокам на 40%."
Hammerer3Desc,progression,skills,New,"Increase your entity damage with sledgehammers by 36% and block damage by 60%.","使用大锤时，你的实体伤害增加 36%，物块伤害增加 60%。","Увеличивает урон от кувалд по существам на 36% и урон по блокам на 60%."
Hammerer4Desc,progression,skills,New,"Increase your entity damage with sledgehammers by 48% and block damage by 80%.","使用大锤时，你的实体伤害增加 48%，物块伤害增加 80%。","Увеличивает урон от кувалд по существам на 48% и урон по блокам на 80%."
Hammerer5Desc,progression,skills,New,"Increase your entity damage with sledgehammers by 60% and block damage by 100%.","使用大锤时，你的实体伤害增加 60%，物块伤害增加 100%。","Увеличивает урон от кувалд по существам на 60% и урон по блокам на 100%."
Hammerer6Desc,progression,skills,New,"Increase your entity damage with sledgehammers by 72% and block damage by 120%.","使用大锤时，你的实体伤害增加 72%，物块伤害增加 120%。","Увеличивает урон от кувалд по существам на 72% и урон по блокам на 120%."
Hammerer7Desc,progression,skills,New,"You are Bob the Builder's evil twin brother, Bobo the Destroyer!\n\nIncrease your entity damage with sledgehammers by 75% and block damage by 150%.","你是建筑工巴布的邪恶孪生兄弟，破坏者波波！\n使用大锤时，你的实体伤害增加 75%，物块伤害增加 150%。","Вы — злой брат-близнец Боба-строителя, Бобо-Разрушитель!\n\nУвеличьте урон от кувалд по существам на 75%, а урон по блокам — на 150%."
Hammerer1,progression,skills,New,"Hammerer I","锤击者 I","Молотобоец I"
Hammerer2,progression,skills,New,"Hammerer II","锤击者 II","Молотобоец II"
Hammerer3,progression,skills,New,"Hammerer III","锤击者 III","Молотобоец III"
Hammerer4,progression,skills,New,"Hammerer IV","锤击者 IV","Молотобоец IV"
Hammerer5,progression,skills,New,"Hammerer V","锤击者 V","Молотобоец V"
Hammerer6,progression,skills,New,"Hammerer VI","锤击者 VI","Молотобоец VI"
Hammerer7,progression,skills,New,"Hammerer VII","锤击者 VII","Молотобоец VII"

Handyman,progression,skills,New,"Handyman","工匠","Мастер на все руки"
Handyman0,progression,skills,New,"You deal more damage to blocks and work faster.","你对方块造成的伤害增加，且工作速度更快。","Вы наносите больше урона блокам и работаете быстрее."
Handyman1Desc,progression,skills,New,"Increase tool and block damage by 10%. Decrease the damage you receive through falling blocks by 7% while wearing tools.","工具与方块伤害提高 10%。装备工具时，受到的坠落方块伤害降低 7%。","Увеличивает урон инструментами и урон по блокам на 10%. Урон от падающих блоков снижен на 7%, пока в руках инструмент."
Handyman2Desc,progression,skills,New,"Increase tool and block damage by 20%. Decrease the damage you receive through falling blocks by 14% while wearing tools.","工具与方块伤害提高 20%。装备工具时，受到的坠落方块伤害降低 14%。","Увеличивает урон инструментами и урон по блокам на 20%. Урон от падающих блоков снижен на 14%, пока в руках инструмент."
Handyman3Desc,progression,skills,New,"Increase tool and block damage by 30%. Decrease the damage you receive through falling blocks by 21% while wearing tools.","工具与方块伤害提高 30%。装备工具时，受到的坠落方块伤害降低 21%。","Увеличивает урон инструментами и урон по блокам на 30%. Урон от падающих блоков снижен на 21%, пока в руках инструмент."
Handyman4Desc,progression,skills,New,"Increase tool and block damage by 40%. Decrease the damage you receive through falling blocks by 28% while wearing tools.","工具与方块伤害提高 40%。装备工具时，受到的坠落方块伤害降低 28%。","Увеличивает урон инструментами и урон по блокам на 40%. Урон от падающих блоков снижен на 28%, пока в руках инструмент."
Handyman5Desc,progression,skills,New,"Increase tool and block damage by 50%. Decrease the damage you receive through falling blocks by 35% while wearing tools.","工具与方块伤害提高 50%。装备工具时，受到的坠落方块伤害降低 35%。","Увеличивает урон инструментами и урон по блокам на 50%. Урон от падающих блоков снижен на 35%, пока в руках инструмент."
Handyman6Desc,progression,skills,New,"Increase tool and block damage by 60%. Decrease the damage you receive through falling blocks by 42% while wearing tools.","工具与方块伤害提高 60%。装备工具时，受到的坠落方块伤害降低 42%。","Увеличивает урон инструментами и урон по блокам на 60%. Урон от падающих блоков снижен на 42%, пока в руках инструмент."
